timestamp,rank_position,signal_id
20151202051050,10,101667
20151202051050,11,122417
20151202051050,12,134719
20151202051050,13,74480
20151202051050,14,74251
20151202051050,15,138935
20151202051050,16,125799
20151202051050,17,112960
20151202051050,18,126288
20151202051050,19,69013
20151202051050,20,112402
20160106152141,1,45214
20160106152141,2,42850
20160106152141,3,21249
20160106152141,4,101667
20160106152141,5,106050
20160106152141,6,132702
20160106152141,7,30483
20160106152141,8,114203
20160106152141,9,103161
20160106152141,10,112197
20160106152141,11,122417
20160106152141,12,142893
20160106152141,13,70542
20160106152141,14,125799
20160106152141,15,138935
20160106152141,16,74480
20160106152141,17,140861
20160106152141,18,137347
20160106152141,19,126288
20160106152141,20,74251
20160204001047,1,116151
20160204001047,2,45214
20160204001047,3,104580
20160204001047,4,30483
20160204001047,5,42850
20160204001047,6,21249
20160204001047,7,101667
20160204001047,8,116655
20160204001047,9,103161
20160204001047,10,129751
20160204001047,11,140861
20160204001047,12,138935
20160204001047,13,121113
20160204001047,14,126288
20160204001047,15,139799
20160204001047,16,129429
20160204001047,17,142893
20160204001047,18,126290
20160204001047,19,150482
20160204001047,20,136853
20160303093231,1,45214
20160303093231,2,116151
20160303093231,3,30483
20160303093231,4,21249
20160303093231,5,42850
20160303093231,6,153559
20160303093231,7,129751
20160303093231,8,161307
20160303093231,9,80463
20160303093231,10,122149
20160303093231,11,121113
20160303093231,12,141046
20160303093231,13,131831
20160303093231,14,138935
20160303093231,15,84685
20160303093231,16,157352
20160303093231,17,129429
20160303093231,18,150482
20160303093231,19,126288
20160303093231,20,48366
20160405005609,1,165324
20160405005609,2,152650
20160405005609,3,101667
20160405005609,4,42850
20160405005609,5,21249
20160405005609,6,153559
20160405005609,7,70139
20160405005609,8,106050
20160405005609,9,161307
20160405005609,10,103161
20160405005609,11,141046
20160405005609,12,121113
20160405005609,13,177477
20160405005609,14,142893
20160405005609,15,84685
20160405005609,16,165035
20160405005609,17,157352
20160405005609,18,129429
20160405005609,19,154026
20160405005609,20,131988
20160505031323,1,165324
20160505031323,2,42850
20160505031323,3,106050
20160505031323,4,70139
20160505031323,5,21249
20160505031323,6,103161
20160505031323,7,161307
20160505031323,8,153559
20160505031323,9,101667
20160505031323,10,122149
20160505031323,11,121113
20160505031323,12,141046
20160505031323,13,176241
20160505031323,14,74480
20160505031323,15,172150
20160505031323,16,84685
20160505031323,17,157352
20160505031323,18,150482
20160505031323,19,143987
20160505031323,20,181438
20160602045928,1,180085
20160602045928,2,165324
20160602045928,3,42850
20160602045928,4,70139
20160602045928,5,21249
20160602045928,6,101667
20160602045928,7,153559
20160602045928,8,185987
20160602045928,9,103161
20160602045928,10,161307
20160602045928,11,189433
20160602045928,12,74480
20160602045928,13,194242
20160602045928,14,176241
20160602045928,15,181438
20160602045928,16,177477
20160602045928,17,193418
20160602045928,18,179725
20160602045928,19,172150
20160602045928,20,169648
20160708103825,1,165324
20160708103825,2,180085
20160708103825,3,42850
20160708103825,4,21249
20160708103825,5,101667
20160708103825,6,39504
20160708103825,7,161307
20160708103825,8,201897
20160708103825,9,178619
20160708103825,10,191929
20160708103825,11,189433
20160708103825,12,74480
20160708103825,13,190149
20160708103825,14,193418
20160708103825,15,176241
20160708103825,16,194242
20160708103825,17,177477
20160708103825,18,172150
20160708103825,19,181438
20160708103825,20,143987
20160810075223,1,165324
20160810075223,2,141750
20160810075223,3,191929
20160810075223,4,178619
20160810075223,5,203863
20160810075223,6,179671
20160810075223,7,184731
20160810075223,8,165041
20160810075223,9,214334
20160810075223,10,185987
20160810075223,11,189433
20160810075223,12,177477
20160810075223,13,129797
20160810075223,14,194242
20160810075223,15,179725
20160810075223,16,181438
20160810075223,17,143987
20160810075223,18,136110
20160810075223,19,207112
20160810075223,20,205029
20160902103727,1,165324
20160902103727,2,185987
20160902103727,3,42850
20160902103727,4,21249
20160902103727,5,205845
20160902103727,6,178619
20160902103727,7,204893
20160902103727,8,184731
20160902103727,9,204344
20160902103727,10,191929
20160902103727,11,136110
20160902103727,12,189433
20160902103727,13,177477
20160902103727,14,194242
20160902103727,15,129797
20160902103727,16,181438
20160902103727,17,173172
20160902103727,18,143987
20160902103727,19,207112
20160902103727,20,84685
20161007213400,1,204893
20161007213400,2,178619
20161007213400,3,185987
20161007213400,4,225456
20161007213400,5,228469
20161007213400,6,204344
20161007213400,7,202842
20161007213400,8,165041
20161007213400,9,179671
20161007213400,10,204460
20161007213400,11,129797
20161007213400,12,181438
20161007213400,13,222672
20161007213400,14,194242
20161007213400,15,207112
20161007213400,16,48366
20161007213400,17,137898
20161007213400,18,207626
20161007213400,19,189778
20161007213400,20,126290
20161107220510,1,141750
20161107220510,2,185987
20161107220510,3,209242
20161107220510,4,225456
20161107220510,5,186161
20161107220510,6,178619
20161107220510,7,204344
20161107220510,8,187462
20161107220510,9,165041
20161107220510,10,227118
20161107220510,11,223028
20161107220510,12,129797
20161107220510,13,181438
20161107220510,14,159808
20161107220510,15,129369
20161107220510,16,222672
20161107220510,17,207112
20161107220510,18,194242
20161107220510,19,143987
20161107220510,20,74251
20161203025632,1,141750
20161203025632,2,185987
20161203025632,3,186161
20161203025632,4,209242
20161203025632,5,176196
20161203025632,6,218257
20161203025632,7,218911
20161203025632,8,197514
20161203025632,9,230620
20161203025632,10,149724
20161203025632,11,129797
20161203025632,12,207112
20161203025632,13,159808
20161203025632,14,129369
20161203025632,15,181438
20161203025632,16,74251
20161203025632,17,48366
20161203025632,18,207626
20161203025632,19,137898
20161203025632,20,189778
20170105032527,1,197514
20170105032527,2,141750
20170105032527,3,185987
20170105032527,4,176196
20170105032527,5,218911
20170105032527,6,217068
20170105032527,7,215096
20170105032527,8,178686
20170105032527,9,236071
20170105032527,10,202842
20170105032527,11,129797
20170105032527,12,129369
20170105032527,13,189778
20170105032527,14,122066
20170105032527,15,74251
20170105032527,16,181438
20170105032527,17,137898
20170105032527,18,207626
20170105032527,19,126290
20170105032527,20,48366
20170207224954,1,255989
20170207224954,2,198688
20170207224954,3,185987
20170207224954,4,178686
20170207224954,5,178619
20170207224954,6,218911
20170207224954,7,247400
20170207224954,8,241798
20170207224954,9,176196
20170207224954,10,149724
20170207224954,11,129797
20170207224954,12,129369
20170207224954,13,252114
20170207224954,14,181438
20170207224954,15,137898
20170207224954,16,122066
20170207224954,17,126290
20170207224954,18,74251
20170207224954,19,207626
20170207224954,20,48366
20170301003003,1,255989
20170301003003,2,257977
20170301003003,3,219392
20170301003003,4,198688
20170301003003,5,178619
20170301003003,6,178686
20170301003003,7,249695
20170301003003,8,239981
20170301003003,9,247400
20170301003003,10,241798
20170301003003,11,129797
20170301003003,12,129369
20170301003003,13,252114
20170301003003,14,181438
20170301003003,15,126290
20170301003003,16,137898
20170301003003,17,74251
20170301003003,18,253505
20170301003003,19,189778
20170301003003,20,216531
20170405022722,1,257977
20170405022722,2,255989
20170405022722,3,141750
20170405022722,4,198688
20170405022722,5,178619
20170405022722,6,263484
20170405022722,7,178686
20170405022722,8,239981
20170405022722,9,236071
20170405022722,10,219392
20170405022722,11,253505
20170405022722,12,129797
20170405022722,13,129369
20170405022722,14,274582
20170405022722,15,252114
20170405022722,16,241533
20170405022722,17,250456
20170405022722,18,126290
20170405022722,19,137898
20170405022722,20,245281
20170508174357,1,278037
20170508174357,2,257977
20170508174357,3,219392
20170508174357,4,178686
20170508174357,5,178619
20170508174357,6,236071
20170508174357,7,255989
20170508174357,8,247400
20170508174357,9,239981
20170508174357,10,280543
20170508174357,11,129797
20170508174357,12,237371
20170508174357,13,252114
20170508174357,14,250456
20170508174357,15,274582
20170508174357,16,210220
20170508174357,17,253505
20170508174357,18,264907
20170508174357,19,269995
20170508174357,20,137898
20170608083142,1,292233
20170608083142,2,278037
20170608083142,3,198688
20170608083142,4,247400
20170608083142,5,141750
20170608083142,6,178686
20170608083142,7,185987
20170608083142,8,226644
20170608083142,9,289272
20170608083142,10,239981
20170608083142,11,237371
20170608083142,12,129797
20170608083142,13,250456
20170608083142,14,269995
20170608083142,15,288497
20170608083142,16,225258
20170608083142,17,274582
20170608083142,18,137898
20170608083142,19,273946
20170608083142,20,269584
20170704203906,1,141750
20170704203906,2,278037
20170704203906,3,178686
20170704203906,4,198688
20170704203906,5,226644
20170704203906,6,247400
20170704203906,7,243624
20170704203906,8,185987
20170704203906,9,289272
20170704203906,10,280543
20170704203906,11,313251
20170704203906,12,218912
20170704203906,13,302229
20170704203906,14,290151
20170704203906,15,218911
20170704203906,16,313750
20170704203906,17,223737
20170704203906,18,221827
20170704203906,19,267606
20170704203906,20,236584
20170704203906,21,319563
20170704203906,22,318522
20170704203906,23,318358
20170704203906,24,318080
20170704203906,25,318065
20170704203906,26,317938
20170704203906,27,317009
20170704203906,28,316698
20170704203906,29,316639
20170704203906,30,316328
20170828215545,1,243624
20170828215545,2,178686
20170828215545,3,247400
20170828215545,4,226644
20170828215545,5,280543
20170828215545,6,231929
20170828215545,7,218912
20170828215545,8,290151
20170828215545,9,308200
20170828215545,10,313132
20170828215545,11,307917
20170828215545,12,278037
20170828215545,13,259352
20170828215545,14,223758
20170828215545,15,154781
20170828215545,16,149724
20170828215545,17,309262
20170828215545,18,302229
20170828215545,19,322051
20170828215545,20,239981
20170828215545,21,337964
20170828215545,22,337646
20170828215545,23,336984
20170828215545,24,336310
20170828215545,25,336012
20170828215545,26,335954
20170828215545,27,335068
20170828215545,28,334608
20170828215545,29,334514
20170828215545,30,334102
20170906075539,1,243624
20170906075539,2,198688
20170906075539,3,231929
20170906075539,4,178686
20170906075539,5,247400
20170906075539,6,226644
20170906075539,7,285218
20170906075539,8,313132
20170906075539,9,280543
20170906075539,10,308200
20170906075539,11,239981
20170906075539,12,218912
20170906075539,13,217068
